id,sentiment,kfold,lr_svd_pred
4766_1,0,1,0.18
12044_1,0,1,0.45
2460_1,0,1,0.4
12383_7,1,1,0.72
1856_4,0,1,0.26
6406_4,0,1,0.61
155_3,0,1,0.39
8846_9,1,1,0.7
11159_8,1,1,0.68
686_3,0,1,0.61
4318_10,1,1,0.72
9844_1,0,1,0.52
9856_8,1,1,0.45
7928_4,0,1,0.35
8690_8,1,1,0.6
11371_10,1,1,0.65
9443_9,1,1,0.32
8703_10,1,1,0.54
7943_10,1,1,0.56
11436_9,1,1,0.57
5103_4,0,1,0.53
1057_3,0,1,0.5
1613_10,1,1,0.5
2664_1,0,1,0.48
11992_4,0,1,0.45
1066_2,0,1,0.27
4583_1,0,1,0.32
1070_1,0,1,0.28
6007_8,1,1,0.64
8237_1,0,1,0.17
2162_3,0,1,0.26
12391_9,1,1,0.74
5333_10,1,1,0.2
8832_7,1,1,0.66
781_9,1,1,0.55
5402_4,0,1,0.45
1368_1,0,1,0.4
8325_9,1,1,0.89
1383_7,1,1,0.46
465_10,1,1,0.81
8396_4,0,1,0.45
7054_9,1,1,0.52
8247_9,1,1,0.56
3385_9,1,1,0.64
2551_9,1,1,0.77
613_3,0,1,0.31
11302_8,1,1,0.73
10055_3,0,1,0.67
10709_1,0,1,0.23
5617_8,1,1,0.74
9418_2,0,1,0.45
1586_7,1,1,0.62
12096_3,0,1,0.41
4378_9,1,1,0.89
8467_7,1,1,0.43
8040_9,1,1,0.58
10743_2,0,1,0.26
110_10,1,1,0.69
9606_4,0,1,0.26
8104_7,1,1,0.64
3603_1,0,1,0.18
11544_3,0,1,0.4
188_7,1,1,0.67
2444_8,1,1,0.78
1139_8,1,1,0.59
6276_3,0,1,0.51
1850_1,0,1,0.44
7970_1,0,1,0.38
3563_8,1,1,0.63
5069_2,0,1,0.56
3501_9,1,1,0.84
5041_8,1,1,0.52
7608_10,1,1,0.58
930_2,0,1,0.18
12474_9,1,1,0.68
10599_8,1,1,0.79
5427_10,1,1,0.72
7924_9,1,1,0.39
1375_1,0,1,0.34
12293_10,1,1,0.53
11083_3,0,1,0.55
7674_1,0,1,0.24
1680_4,0,1,0.54
3642_9,1,1,0.73
17_3,0,1,0.37
7847_3,0,1,0.25
8005_9,1,1,0.69
4875_3,0,1,0.48
1020_2,0,1,0.23
10285_3,0,1,0.22
5321_10,1,1,0.61
12010_10,1,1,0.93
7062_7,1,1,0.58
4160_9,1,1,0.59
2749_1,0,1,0.17
9881_8,1,1,0.54
12386_8,1,1,0.69
12167_1,0,1,0.52
1005_3,0,1,0.52
2821_9,1,1,0.44
9403_1,0,1,0.39
1443_8,1,1,0.48
10400_1,0,1,0.32
12352_1,0,1,0.44
765_9,1,1,0.59
619_1,0,1,0.38
1496_10,1,1,0.55
10179_9,1,1,0.57
7532_7,1,1,0.51
2343_10,1,1,0.77
7332_7,1,1,0.68
149_10,1,1,0.48
11396_10,1,1,0.78
4378_4,0,1,0.36
1553_3,0,1,0.45
3971_1,0,1,0.38
6781_10,1,1,0.67
2666_10,1,1,0.55
7192_1,0,1,0.16
8444_1,0,1,0.31
2863_8,1,1,0.61
283_8,1,1,0.66
5782_3,0,1,0.38
7407_10,1,1,0.55
8082_8,1,1,0.68
8653_10,1,1,0.46
3614_7,1,1,0.48
6108_8,1,1,0.54
2405_10,1,1,0.74
9444_10,1,1,0.55
190_1,0,1,0.37
7985_10,1,1,0.53
960_1,0,1,0.39
12381_1,0,1,0.41
1115_9,1,1,0.48
5331_10,1,1,0.47
10104_10,1,1,0.74
10837_10,1,1,0.72
7634_7,1,1,0.49
3125_1,0,1,0.51
3512_7,1,1,0.68
2840_9,1,1,0.58
9001_8,1,1,0.52
6920_8,1,1,0.69
3452_8,1,1,0.61
11008_9,1,1,0.63
4928_3,0,1,0.65
10643_1,0,1,0.28
12036_7,1,1,0.58
9769_8,1,1,0.51
7312_1,0,1,0.43
7628_1,0,1,0.5
8445_4,0,1,0.38
1003_3,0,1,0.49
4831_4,0,1,0.44
8747_7,1,1,0.49
8570_2,0,1,0.19
3059_1,0,1,0.5
4153_1,0,1,0.2
10233_1,0,1,0.35
1025_2,0,1,0.23
651_4,0,1,0.29
2400_3,0,1,0.28
6254_10,1,1,0.4
5994_8,1,1,0.63
7386_7,1,1,0.48
3184_2,0,1,0.37
10863_1,0,1,0.7
1592_3,0,1,0.45
2757_1,0,1,0.39
4522_9,1,1,0.78
1943_10,1,1,0.46
11400_10,1,1,0.5
6067_1,0,1,0.49
6902_7,1,1,0.62
7129_10,1,1,0.62
4462_9,1,1,0.76
9165_1,0,1,0.4
6162_1,0,1,0.15
5399_8,1,1,0.75
10160_4,0,1,0.59
9890_3,0,1,0.44
4061_10,1,1,0.72
9132_10,1,1,0.83
2005_10,1,1,0.54
10055_7,1,1,0.61
3479_9,1,1,0.71
12385_1,0,1,0.39
3218_4,0,1,0.61
168_9,1,1,0.75
2156_1,0,1,0.15
385_10,1,1,0.6
4529_4,0,1,0.49
7805_1,0,1,0.25
7456_2,0,1,0.37
1805_10,1,1,0.82
7432_10,1,1,0.8
11223_9,1,1,0.6
7380_9,1,1,0.73
3202_1,0,1,0.26
3805_8,1,1,0.67
8806_3,0,1,0.4
8673_7,1,1,0.53
1359_2,0,1,0.2
8046_1,0,1,0.25
10980_7,1,1,0.68
6859_1,0,1,0.43
6311_3,0,1,0.28
3090_1,0,1,0.56
5242_1,0,1,0.36
4772_3,0,1,0.21
511_1,0,1,0.39
10171_7,1,1,0.61
2319_8,1,1,0.46
10647_2,0,1,0.58
8963_1,0,1,0.25
2561_3,0,1,0.23
11003_10,1,1,0.44
10464_7,1,1,0.55
2313_4,0,1,0.68
11779_3,0,1,0.3
5342_10,1,1,0.54
6627_2,0,1,0.48
4824_2,0,1,0.42
4839_10,1,1,0.73
8223_9,1,1,0.7
9347_3,0,1,0.28
6201_9,1,1,0.77
5216_8,1,1,0.43
6808_8,1,1,0.49
4569_1,0,1,0.41
12178_7,1,1,0.4
2783_1,0,1,0.38
1950_8,1,1,0.63
10011_9,1,1,0.65
11536_3,0,1,0.39
597_3,0,1,0.56
445_4,0,1,0.48
3169_2,0,1,0.37
2435_1,0,1,0.36
2309_9,1,1,0.69
8610_2,0,1,0.42
2410_1,0,1,0.42
10073_4,0,1,0.27
6713_10,1,1,0.6
1503_9,1,1,0.73
127_4,0,1,0.36
3411_9,1,1,0.58
5507_4,0,1,0.4
6795_9,1,1,0.51
3049_9,1,1,0.46
11377_3,0,1,0.27
10634_1,0,1,0.65
5932_10,1,1,0.71
2986_4,0,1,0.28
11229_1,0,1,0.47
6939_4,0,1,0.47
8394_10,1,1,0.7
2556_8,1,1,0.61
5865_1,0,1,0.29
3292_1,0,1,0.24
3771_1,0,1,0.16
7289_1,0,1,0.55
4096_2,0,1,0.44
606_4,0,1,0.31
5416_4,0,1,0.51
1600_1,0,1,0.55
8257_2,0,1,0.23
160_9,1,1,0.62
2937_3,0,1,0.44
9353_8,1,1,0.66
10562_2,0,1,0.23
8918_10,1,1,0.42
10399_4,0,1,0.44
2705_1,0,1,0.16
6758_10,1,1,0.72
6642_10,1,1,0.57
12191_7,1,1,0.62
12154_1,0,1,0.39
1760_1,0,1,0.27
11383_2,0,1,0.7
9352_10,1,1,0.65
7878_4,0,1,0.27
8129_9,1,1,0.64
3295_10,1,1,0.64
8157_4,0,1,0.23
1878_4,0,1,0.3
4188_4,0,1,0.45
4810_9,1,1,0.79
4513_8,1,1,0.66
304_10,1,1,0.79
184_2,0,1,0.61
11633_8,1,1,0.56
6559_1,0,1,0.38
6154_4,0,1,0.45
2829_1,0,1,0.49
701_7,1,1,0.47
1396_8,1,1,0.83
370_10,1,1,0.82
5573_2,0,1,0.4
3508_4,0,1,0.46
851_1,0,1,0.3
2001_9,1,1,0.82
7694_3,0,1,0.35
10280_3,0,1,0.31
2008_7,1,1,0.42
10185_10,1,1,0.61
3560_8,1,1,0.76
5845_3,0,1,0.22
12193_4,0,1,0.54
3285_1,0,1,0.29
1563_10,1,1,0.72
7225_1,0,1,0.34
10597_9,1,1,0.39
491_7,1,1,0.58
1864_1,0,1,0.52
1546_3,0,1,0.36
10495_7,1,1,0.4
4977_3,0,1,0.44
590_10,1,1,0.75
5078_2,0,1,0.4
6598_1,0,1,0.27
10891_7,1,1,0.65
5958_9,1,1,0.69
9272_7,1,1,0.45
2710_7,1,1,0.55
2131_9,1,1,0.71
4480_9,1,1,0.61
11494_7,1,1,0.49
12082_1,0,1,0.19
7027_7,1,1,0.64
7447_8,1,1,0.68
2574_3,0,1,0.5
10691_7,1,1,0.51
3866_2,0,1,0.59
3429_4,0,1,0.53
8349_1,0,1,0.4
536_4,0,1,0.6
690_4,0,1,0.36
10782_7,1,1,0.26
11043_7,1,1,0.64
8380_9,1,1,0.49
5772_1,0,1,0.2
3173_3,0,1,0.32
9308_1,0,1,0.39
10320_2,0,1,0.58
4366_9,1,1,0.86
6982_9,1,1,0.54
12354_2,0,1,0.49
7461_10,1,1,0.6
9515_2,0,1,0.27
4325_4,0,1,0.62
91_8,1,1,0.29
5484_10,1,1,0.79
4844_2,0,1,0.51
6884_10,1,1,0.63
12387_4,0,1,0.37
4906_1,0,1,0.38
11641_7,1,1,0.62
1181_9,1,1,0.87
4785_10,1,1,0.58
5650_10,1,1,0.56
11308_3,0,1,0.15
3185_10,1,1,0.55
5264_4,0,1,0.28
1310_7,1,1,0.5
4967_10,1,1,0.63
10415_7,1,1,0.76
6603_3,0,1,0.46
9512_8,1,1,0.48
6160_10,1,1,0.55
8484_4,0,1,0.6
2471_10,1,1,0.6
3917_9,1,1,0.7
5972_3,0,1,0.29
8099_3,0,1,0.38
572_9,1,1,0.47
2575_7,1,1,0.54
8029_10,1,1,0.59
8266_4,0,1,0.55
3229_7,1,1,0.62
10029_1,0,1,0.34
10675_8,1,1,0.47
10455_10,1,1,0.67
10281_1,0,1,0.14
6418_10,1,1,0.71
8427_7,1,1,0.68
810_10,1,1,0.68
2558_10,1,1,0.55
218_9,1,1,0.81
10286_1,0,1,0.46
11533_2,0,1,0.26
1561_1,0,1,0.6
9817_8,1,1,0.55
1250_4,0,1,0.37
11898_8,1,1,0.37
5089_1,0,1,0.2
2859_10,1,1,0.58
1253_3,0,1,0.27
10727_4,0,1,0.5
1660_4,0,1,0.5
3998_1,0,1,0.18
262_4,0,1,0.59
10372_3,0,1,0.4
12365_1,0,1,0.5
1134_9,1,1,0.61
3250_9,1,1,0.6
7070_2,0,1,0.3
2179_8,1,1,0.7
570_1,0,1,0.13
7444_10,1,1,0.6
1992_10,1,1,0.51
1267_1,0,1,0.31
5181_3,0,1,0.17
563_4,0,1,0.68
12034_10,1,1,0.68
4273_1,0,1,0.58
2768_2,0,1,0.13
3055_2,0,1,0.62
6107_7,1,1,0.45
11641_1,0,1,0.45
9936_10,1,1,0.74
334_4,0,1,0.44
6323_7,1,1,0.31
6388_7,1,1,0.67
2331_1,0,1,0.2
1644_1,0,1,0.24
9394_10,1,1,0.52
9006_7,1,1,0.56
5323_7,1,1,0.59
5339_8,1,1,0.46
7247_10,1,1,0.46
11624_8,1,1,0.6
10140_3,0,1,0.39
8503_8,1,1,0.42
8529_9,1,1,0.76
7587_9,1,1,0.48
6599_8,1,1,0.71
7371_7,1,1,0.62
10970_7,1,1,0.66
9194_9,1,1,0.71
5281_1,0,1,0.44
12244_1,0,1,0.22
2240_7,1,1,0.83
11674_2,0,1,0.22
9076_8,1,1,0.52
10508_1,0,1,0.39
11541_1,0,1,0.32
424_4,0,1,0.53
9533_9,1,1,0.81
4738_4,0,1,0.3
9406_2,0,1,0.32
5512_7,1,1,0.43
3483_9,1,1,0.78
2990_10,1,1,0.85
1411_7,1,1,0.68
7612_9,1,1,0.56
5736_2,0,1,0.24
12237_2,0,1,0.33
2697_9,1,1,0.73
11321_3,0,1,0.18
2455_8,1,1,0.73
8839_8,1,1,0.46
7579_8,1,1,0.76
3624_2,0,1,0.31
10289_1,0,1,0.45
8490_7,1,1,0.56
8332_2,0,1,0.28
9760_8,1,1,0.78
586_1,0,1,0.34
2307_9,1,1,0.67
9890_8,1,1,0.61
9811_7,1,1,0.47
3037_7,1,1,0.73
6937_2,0,1,0.26
2249_2,0,1,0.4
4472_1,0,1,0.23
4405_2,0,1,0.65
6547_2,0,1,0.58
12112_2,0,1,0.23
6272_7,1,1,0.48
11480_2,0,1,0.35
11077_8,1,1,0.66
7861_10,1,1,0.79
4748_7,1,1,0.37
8798_3,0,1,0.16
9779_3,0,1,0.25
11075_2,0,1,0.52
7678_3,0,1,0.53
4739_7,1,1,0.66
9879_8,1,1,0.53
4045_10,1,1,0.42
11778_10,1,1,0.46
1877_7,1,1,0.71
4078_10,1,1,0.57
8154_3,0,1,0.38
4360_1,0,1,0.32
12264_9,1,1,0.73
5329_1,0,1,0.66
10775_3,0,1,0.22
12442_8,1,1,0.46
2202_10,1,1,0.63
7961_4,0,1,0.4
2910_4,0,1,0.75
6605_1,0,1,0.29
5060_8,1,1,0.64
6858_7,1,1,0.6
12138_1,0,1,0.24
10576_7,1,1,0.49
6502_3,0,1,0.39
11908_8,1,1,0.59
10554_1,0,1,0.34
2689_1,0,1,0.25
3929_9,1,1,0.56
3816_1,0,1,0.51
10041_1,0,1,0.21
1949_1,0,1,0.6
11550_4,0,1,0.4
914_3,0,1,0.51
10905_3,0,1,0.31
32_10,1,1,0.68
7712_2,0,1,0.22
5809_10,1,1,0.63
10370_4,0,1,0.65
7840_4,0,1,0.48
12266_9,1,1,0.62
4253_2,0,1,0.2
8155_7,1,1,0.48
3414_1,0,1,0.25
2538_4,0,1,0.63
2442_10,1,1,0.68
748_9,1,1,0.75
8109_2,0,1,0.44
2826_10,1,1,0.58
6320_10,1,1,0.7
6757_8,1,1,0.66
418_9,1,1,0.81
3460_8,1,1,0.86
6002_7,1,1,0.46
3264_8,1,1,0.55
1106_1,0,1,0.11
3893_10,1,1,0.56
8118_3,0,1,0.49
9267_3,0,1,0.34
6210_10,1,1,0.87
2272_3,0,1,0.58
418_4,0,1,0.53
655_1,0,1,0.17
1704_8,1,1,0.52
10717_10,1,1,0.51
12449_8,1,1,0.47
5016_10,1,1,0.77
4209_7,1,1,0.82
960_7,1,1,0.32
2428_8,1,1,0.58
1369_4,0,1,0.67
9012_7,1,1,0.53
4698_10,1,1,0.64
11121_10,1,1,0.49
4351_3,0,1,0.51
10621_10,1,1,0.46
11834_1,0,1,0.22
7589_8,1,1,0.68
12392_4,0,1,0.67
2330_4,0,1,0.44
8678_9,1,1,0.6
6967_3,0,1,0.11
6557_10,1,1,0.46
8584_8,1,1,0.44
7663_1,0,1,0.66
5951_10,1,1,0.71
11927_1,0,1,0.3
7987_2,0,1,0.31
9441_4,0,1,0.19
146_10,1,1,0.38
6199_1,0,1,0.19
11390_1,0,1,0.36
8837_1,0,1,0.39
11911_2,0,1,0.15
11604_8,1,1,0.71
6144_2,0,1,0.48
6167_7,1,1,0.77
3149_3,0,1,0.26
10186_1,0,1,0.24
5769_3,0,1,0.29
12112_10,1,1,0.53
5003_10,1,1,0.65
10514_8,1,1,0.52
12156_3,0,1,0.47
9748_10,1,1,0.62
3636_8,1,1,0.64
1002_7,1,1,0.39
3890_2,0,1,0.49
2305_1,0,1,0.38
3950_7,1,1,0.63
4750_2,0,1,0.42
3870_3,0,1,0.65
12129_7,1,1,0.61
2962_1,0,1,0.25
5807_1,0,1,0.24
6047_2,0,1,0.31
11348_10,1,1,0.79
12298_8,1,1,0.57
6251_7,1,1,0.53
1936_10,1,1,0.65
12357_7,1,1,0.84
7601_10,1,1,0.65
8463_1,0,1,0.28
10050_2,0,1,0.37
10283_10,1,1,0.72
6533_7,1,1,0.58
2351_10,1,1,0.61
4413_1,0,1,0.5
6711_2,0,1,0.33
2106_4,0,1,0.34
10552_9,1,1,0.43
10638_2,0,1,0.4
8221_9,1,1,0.66
2765_4,0,1,0.2
413_10,1,1,0.75
10666_4,0,1,0.48
7543_8,1,1,0.46
9914_4,0,1,0.56
2120_8,1,1,0.7
426_3,0,1,0.63
12102_8,1,1,0.67
7818_1,0,1,0.38
8279_10,1,1,0.58
1218_4,0,1,0.32
5783_7,1,1,0.71
6577_8,1,1,0.7
6006_10,1,1,0.63
2578_10,1,1,0.73
2981_1,0,1,0.33
4211_8,1,1,0.75
2769_10,1,1,0.77
2246_10,1,1,0.44
5956_3,0,1,0.14
11974_4,0,1,0.05
3617_2,0,1,0.39
11421_2,0,1,0.24
7434_7,1,1,0.64
10237_10,1,1,0.59
10349_10,1,1,0.76
5268_10,1,1,0.53
10650_1,0,1,0.22
5922_8,1,1,0.23
11965_8,1,1,0.7
4008_9,1,1,0.35
2502_1,0,1,0.42
8065_3,0,1,0.32
7077_2,0,1,0.38
7048_2,0,1,0.5
7823_1,0,1,0.47
12020_7,1,1,0.6
7400_1,0,1,0.32
1320_10,1,1,0.55
509_3,0,1,0.4
3296_1,0,1,0.51
4215_9,1,1,0.68
3536_10,1,1,0.55
4771_10,1,1,0.67
405_10,1,1,0.54
9210_1,0,1,0.16
8387_8,1,1,0.43
7511_9,1,1,0.66
7245_10,1,1,0.78
11757_9,1,1,0.6
1651_10,1,1,0.58
8070_8,1,1,0.75
3233_1,0,1,0.29
5407_7,1,1,0.65
8737_1,0,1,0.29
4745_7,1,1,0.47
5894_7,1,1,0.58
8307_1,0,1,0.47
5369_9,1,1,0.47
237_1,0,1,0.53
10853_10,1,1,0.7
5661_2,0,1,0.34
11181_4,0,1,0.59
9479_2,0,1,0.19
5093_3,0,1,0.56
9224_3,0,1,0.39
5485_1,0,1,0.28
6474_8,1,1,0.46
3065_2,0,1,0.52
2244_1,0,1,0.58
10949_8,1,1,0.56
4680_4,0,1,0.53
7698_1,0,1,0.3
1363_10,1,1,0.78
10128_9,1,1,0.65
12395_4,0,1,0.18
1970_9,1,1,0.39
8677_9,1,1,0.54
7660_1,0,1,0.16
4714_10,1,1,0.58
2268_1,0,1,0.22
2376_7,1,1,0.44
11220_10,1,1,0.75
3678_8,1,1,0.59
5558_4,0,1,0.55
6317_10,1,1,0.73
6121_10,1,1,0.46
7032_3,0,1,0.42
5165_9,1,1,0.39
5310_10,1,1,0.55
3708_7,1,1,0.56
2871_1,0,1,0.27
8604_3,0,1,0.3
7458_3,0,1,0.31
9300_1,0,1,0.48
3402_8,1,1,0.54
11958_2,0,1,0.39
7600_1,0,1,0.33
8469_1,0,1,0.31
4162_1,0,1,0.21
11969_4,0,1,0.38
8601_10,1,1,0.82
5485_10,1,1,0.66
5679_10,1,1,0.66
7128_7,1,1,0.78
11216_7,1,1,0.52
11977_8,1,1,0.56
4539_1,0,1,0.27
7526_8,1,1,0.6
2371_3,0,1,0.39
11076_8,1,1,0.44
10502_9,1,1,0.68
1715_3,0,1,0.51
6085_8,1,1,0.61
11941_4,0,1,0.46
8096_10,1,1,0.61
1920_4,0,1,0.62
747_1,0,1,0.3
2207_3,0,1,0.27
9728_3,0,1,0.25
4135_1,0,1,0.32
4722_1,0,1,0.65
7615_1,0,1,0.48
2866_9,1,1,0.75
1043_10,1,1,0.75
6267_1,0,1,0.29
4330_1,0,1,0.43
4328_3,0,1,0.42
12374_7,1,1,0.7
7574_4,0,1,0.43
6295_1,0,1,0.43
10479_2,0,1,0.32
9036_10,1,1,0.57
9701_10,1,1,0.69
10888_1,0,1,0.28
10568_10,1,1,0.61
8719_2,0,1,0.21
186_8,1,1,0.66
6179_1,0,1,0.29
4524_2,0,1,0.6
8307_10,1,1,0.66
5108_1,0,1,0.53
100_7,1,1,0.66
6130_1,0,1,0.45
7659_10,1,1,0.58
4556_2,0,1,0.33
7032_10,1,1,0.72
6466_1,0,1,0.54
4148_1,0,1,0.34
10383_2,0,1,0.66
6363_1,0,1,0.24
1504_9,1,1,0.71
7027_4,0,1,0.51
9401_10,1,1,0.62
7694_10,1,1,0.5
7503_4,0,1,0.43
4291_4,0,1,0.63
6182_1,0,1,0.45
3051_9,1,1,0.78
11690_2,0,1,0.48
4868_4,0,1,0.43
3147_3,0,1,0.44
11215_10,1,1,0.62
9316_3,0,1,0.2
109_2,0,1,0.34
12128_4,0,1,0.52
7127_10,1,1,0.67
7235_8,1,1,0.46
724_3,0,1,0.64
3230_8,1,1,0.51
4561_3,0,1,0.39
7776_7,1,1,0.58
2141_2,0,1,0.55
5261_10,1,1,0.51
697_2,0,1,0.35
12212_3,0,1,0.4
6687_4,0,1,0.18
4314_10,1,1,0.73
11021_8,1,1,0.34
4622_8,1,1,0.7
6038_10,1,1,0.31
6743_1,0,1,0.13
11796_9,1,1,0.73
6256_3,0,1,0.34
7335_7,1,1,0.52
8287_9,1,1,0.41
7572_1,0,1,0.2
2947_10,1,1,0.54
5061_8,1,1,0.71
4680_10,1,1,0.81
6475_10,1,1,0.64
4547_8,1,1,0.59
4667_10,1,1,0.74
6547_9,1,1,0.62
3649_4,0,1,0.42
5906_8,1,1,0.69
9952_3,0,1,0.54
1612_1,0,1,0.6
9298_9,1,1,0.65
7242_1,0,1,0.46
4043_3,0,1,0.4
9906_10,1,1,0.47
8762_8,1,1,0.44
2433_4,0,1,0.43
11133_3,0,1,0.2
6869_1,0,1,0.59
11500_10,1,1,0.72
8365_8,1,1,0.45
10745_10,1,1,0.62
2490_3,0,1,0.31
1450_8,1,1,0.65
3688_8,1,1,0.65
4871_2,0,1,0.33
11111_9,1,1,0.68
837_7,1,1,0.67
10132_2,0,1,0.3
2459_4,0,1,0.55
5907_10,1,1,0.5
3174_9,1,1,0.41
6246_1,0,1,0.28
10512_1,0,1,0.18
10295_7,1,1,0.42
11360_2,0,1,0.5
1487_9,1,1,0.77
8433_4,0,1,0.5
10387_1,0,1,0.51
7232_8,1,1,0.6
7992_7,1,1,0.73
4682_4,0,1,0.28
6350_2,0,1,0.29
3227_3,0,1,0.59
724_10,1,1,0.65
5401_9,1,1,0.83
7627_4,0,1,0.62
5442_8,1,1,0.74
6036_1,0,1,0.22
4198_7,1,1,0.7
4488_10,1,1,0.55
6643_7,1,1,0.46
8524_4,0,1,0.62
7285_9,1,1,0.41
1604_9,1,1,0.83
387_2,0,1,0.39
4415_4,0,1,0.56
9101_9,1,1,0.71
10423_9,1,1,0.68
10393_9,1,1,0.54
9498_1,0,1,0.47
4999_1,0,1,0.48
11600_7,1,1,0.4
1178_10,1,1,0.73
971_8,1,1,0.66
11556_1,0,1,0.25
842_9,1,1,0.83
2720_3,0,1,0.39
5026_8,1,1,0.51
4674_7,1,1,0.51
1885_10,1,1,0.65
10304_7,1,1,0.52
2198_8,1,1,0.76
4486_4,0,1,0.3
3132_4,0,1,0.4
7478_2,0,1,0.28
3632_7,1,1,0.58
11816_8,1,1,0.44
10384_4,0,1,0.52
903_8,1,1,0.68
10596_1,0,1,0.38
11767_8,1,1,0.78
7185_3,0,1,0.33
3825_3,0,1,0.54
4235_7,1,1,0.42
2349_9,1,1,0.61
4586_1,0,1,0.45
3233_10,1,1,0.57
12304_3,0,1,0.51
5751_1,0,1,0.44
841_10,1,1,0.69
7044_10,1,1,0.64
265_1,0,1,0.32
6678_2,0,1,0.64
11858_2,0,1,0.19
7153_3,0,1,0.35
2889_1,0,1,0.44
7715_8,1,1,0.73
2238_1,0,1,0.45
7652_3,0,1,0.61
11656_2,0,1,0.31
9668_1,0,1,0.74
4367_9,1,1,0.63
6511_10,1,1,0.7
4290_9,1,1,0.71
11990_10,1,1,0.69
10669_2,0,1,0.43
2230_10,1,1,0.64
1324_7,1,1,0.54
2091_3,0,1,0.6
6157_2,0,1,0.47
815_7,1,1,0.6
8764_8,1,1,0.76
2473_1,0,1,0.36
10909_1,0,1,0.2
4095_8,1,1,0.52
1305_10,1,1,0.55
790_9,1,1,0.73
3349_2,0,1,0.3
9400_8,1,1,0.75
5152_9,1,1,0.62
6684_1,0,1,0.31
1770_10,1,1,0.33
8994_2,0,1,0.64
10194_3,0,1,0.42
7609_10,1,1,0.62
424_8,1,1,0.85
2779_1,0,1,0.19
8563_2,0,1,0.48
706_10,1,1,0.68
5763_1,0,1,0.6
12410_8,1,1,0.58
5386_2,0,1,0.5
11196_7,1,1,0.65
8743_4,0,1,0.24
8994_8,1,1,0.51
7299_8,1,1,0.61
1903_10,1,1,0.64
10768_7,1,1,0.71
1744_10,1,1,0.76
4364_7,1,1,0.7
5961_4,0,1,0.46
5514_4,0,1,0.61
10749_1,0,1,0.12
3411_1,0,1,0.62
5253_10,1,1,0.49
1566_8,1,1,0.64
1726_1,0,1,0.31
3248_4,0,1,0.43
10847_4,0,1,0.29
7361_3,0,1,0.47
9103_10,1,1,0.57
3188_8,1,1,0.6
11558_10,1,1,0.46
6372_7,1,1,0.49
12443_9,1,1,0.45
8872_8,1,1,0.67
7683_4,0,1,0.48
7274_10,1,1,0.52
6699_3,0,1,0.42
9631_4,0,1,0.24
625_4,0,1,0.24
2616_2,0,1,0.46
352_10,1,1,0.52
10875_2,0,1,0.31
9721_2,0,1,0.46
11976_1,0,1,0.12
6761_9,1,1,0.77
8795_2,0,1,0.6
11692_1,0,1,0.3
9843_1,0,1,0.25
2494_1,0,1,0.26
9931_4,0,1,0.42
11809_2,0,1,0.59
3569_8,1,1,0.68
1699_10,1,1,0.61
2256_8,1,1,0.52
12245_10,1,1,0.72
2638_1,0,1,0.24
10431_1,0,1,0.58
2643_1,0,1,0.22
8270_10,1,1,0.55
10782_1,0,1,0.28
1459_1,0,1,0.3
7441_3,0,1,0.32
1888_4,0,1,0.39
3802_10,1,1,0.52
10227_1,0,1,0.43
2784_8,1,1,0.59
42_10,1,1,0.75
12047_1,0,1,0.32
11731_10,1,1,0.79
9787_3,0,1,0.5
7155_3,0,1,0.43
8832_2,0,1,0.39
9168_7,1,1,0.63
4621_3,0,1,0.5
7864_4,0,1,0.32
10485_8,1,1,0.68
11923_3,0,1,0.56
5523_8,1,1,0.77
5742_2,0,1,0.29
3845_4,0,1,0.43
6369_3,0,1,0.25
12017_3,0,1,0.47
3961_8,1,1,0.37
6173_1,0,1,0.3
3365_9,1,1,0.7
3525_2,0,1,0.62
4246_4,0,1,0.44
8959_1,0,1,0.34
7119_3,0,1,0.51
3151_2,0,1,0.45
9072_9,1,1,0.53
1422_3,0,1,0.47
4264_10,1,1,0.67
2252_3,0,1,0.31
7623_9,1,1,0.66
5749_1,0,1,0.39
1682_2,0,1,0.25
3521_9,1,1,0.45
1779_1,0,1,0.52
9317_8,1,1,0.48
2345_4,0,1,0.24
8797_8,1,1,0.49
2760_2,0,1,0.3
4156_1,0,1,0.26
4184_8,1,1,0.58
1639_10,1,1,0.61
1661_8,1,1,0.61
11769_7,1,1,0.71
2738_1,0,1,0.32
1378_1,0,1,0.16
11618_8,1,1,0.77
10054_10,1,1,0.57
4037_2,0,1,0.5
6957_1,0,1,0.32
12116_9,1,1,0.63
5983_4,0,1,0.47
10794_1,0,1,0.37
8031_9,1,1,0.52
6145_8,1,1,0.7
9106_9,1,1,0.72
5560_2,0,1,0.14
9029_1,0,1,0.65
3975_3,0,1,0.43
5351_7,1,1,0.47
3891_3,0,1,0.42
4340_2,0,1,0.19
8894_4,0,1,0.41
11145_8,1,1,0.77
8852_3,0,1,0.21
2408_8,1,1,0.37
7987_8,1,1,0.54
4915_4,0,1,0.61
7362_10,1,1,0.48
3060_1,0,1,0.2
7251_1,0,1,0.42
10370_9,1,1,0.76
9958_7,1,1,0.53
1559_1,0,1,0.25
12045_10,1,1,0.65
2433_8,1,1,0.55
4865_3,0,1,0.43
2013_3,0,1,0.35
3141_2,0,1,0.35
5565_8,1,1,0.46
7526_3,0,1,0.29
3086_10,1,1,0.61
7156_1,0,1,0.28
9731_8,1,1,0.71
11903_2,0,1,0.48
10499_10,1,1,0.68
5960_4,0,1,0.17
3470_8,1,1,0.74
6872_7,1,1,0.46
